Name,Brand,Latitude,Longitude
Shell,Shell,43.6823097,-79.4720621
Shell,Shell,43.7035652,-79.4764233
Pioneer,Pioneer,43.7334257,-79.4833551
Husky,Husky,43.3594516,-79.8148548
Petro-Canada,Petro-Canada,43.3377429,-79.8173311
Transit Fuel,Unknown,43.5039782,-80.5328378
Esso,Esso,43.3558546,-79.8099269
Econo,Unknown,43.3540672,-79.768613
Pioneer,Pioneer,43.4416105,-80.4714851
Canadian Tire,Canadian Tire,43.765625,-79.4668053
Shell,Shell,43.9385712,-79.4806853
Petro-Canada,Petro-Canada,43.9416319,-79.3784596
Esso,Esso,44.0000923,-79.2901322
Petro-Canada,Petro-Canada,43.5254633,-80.2862704
Esso,Esso,43.5388684,-80.2795812
Petro-Canada,Petro-Canada,43.539408,-80.2787717
Unknown,Unknown,44.354688,-79.7140678
Petro-Canada,Petro-Canada,43.8919664,-79.5216782
Shell,Shell,43.3464032,-79.828017
Petro-Canada,Petro-Canada,43.1605736,-79.1648954
XTR,XTR,43.3495627,-79.8171195
Esso,Esso,43.7717276,-79.2519344
Petro-Canada,Petro-Canada,43.3635842,-79.7833423
Canadian Tire,Canadian Tire,44.059528,-79.4826578
Petro-Canada,Petro-Canada,44.0725667,-79.4840836
Esso,Esso,43.7362643,-79.7817432
Shell,Shell,43.7407651,-79.773749
Petro-Canada,Petro-Canada,43.7750101,-79.3331635
Circle K,Circle K,43.8523131,-79.5267745
Petro-Canada,Petro-Canada,43.800238,-79.421293
Petro-Canada,Petro-Canada,44.0408569,-79.4511882
Petro-Canada,Petro-Canada,43.7471528,-79.7470489
Global,Global,43.9374792,-78.8598689
Ultramar,Ultramar,43.951974,-78.9671129
Shell,Shell,43.9537644,-78.9617337
Esso,Esso,43.956707,-78.9438595
Petro-Canada,Petro-Canada,43.9579261,-78.9427238
Shell,Shell,43.8834622,-79.4679387
Petro-Canada,Petro-Canada,43.8578783,-79.4993816
Esso,Esso,43.8499407,-79.5374467
Esso,Esso,43.8451962,-79.5533444
Petro-Canada,Petro-Canada,43.63052,-79.8760556
7-Eleven,7-Eleven,43.6331427,-79.8796166
Esso,Esso,43.7985904,-79.4196938
Esso,Esso,43.6300329,-79.4873323
Ultramar,Ultramar,43.5857187,-79.5497644
Costco Gasoline,Costco Gasoline,43.6243639,-79.5076416
Cardiff Country Store,Unknown,44.9925155,-78.0148656
Canadian Tire,Canadian Tire,43.6173007,-79.5448111
Esso,Esso,43.2573376,-79.9228841
Petro-Canada,Petro-Canada,43.4788011,-79.6567403
Canadian Tire,Canadian Tire,43.4505579,-79.6974945
Mobil,Mobil,45.0457793,-78.5359167
XTR,XTR,45.0436408,-78.5179578
Pioneer,Pioneer,43.3519701,-79.9714767
Canadian Tire,Canadian Tire,43.3177299,-79.9119811
Pioneer,Pioneer,43.3495844,-79.8726191
Dost Petroleum,Unknown,43.7699496,-79.8729178
Petro-Canada,Petro-Canada,43.7283156,-79.7940325
Petro-Canada,Petro-Canada,43.7171776,-79.8030359
Esso,Esso,48.7482946,-86.3400135
Petro-Canada,Petro-Canada,43.4569094,-80.1291489
Esso,Esso,42.9122905,-78.9312989
Shell,Shell,43.4886736,-79.719529
Esso,Esso,44.2798849,-78.3553837
Inver,Inver,43.6032564,-79.5461636
Esso,Esso,43.0891982,-79.0973397
R&P Petroleum,Unknown,43.6149736,-79.4980279
Petro-Canada,Petro-Canada,43.0987333,-79.0851435
Esso,Esso,46.2573267,-79.3855142
Petro-Canada,Petro-Canada,46.1978873,-79.3605776
Esso,Esso,45.8392421,-79.378196
Unknown,Unknown,43.2405851,-79.7652368
Esso,Esso,46.2863783,-81.7753954
Esso,Esso,45.7322062,-82.1606281
Shell,Shell,45.7321276,-82.1670332
Esso,Esso,46.2646996,-81.7697924
Esso,Esso,43.3279959,-79.8987449
Granite,Unknown,43.9260915,-79.0779888
Pioneer,Pioneer,43.888481,-78.870766
Mr Gas,Unknown,46.3658653,-79.9270366
Mobil,Mobil,46.3660486,-79.908583
Mobil,Mobil,46.3657894,-79.9205323
Esso,Esso,46.3661884,-79.9246253
Canadian Tire,Canadian Tire,46.3661631,-79.9252946
Petro-Canada,Petro-Canada,43.8581449,-79.0411481
Esso,Esso,43.612426,-79.5423669
Esso,Esso,43.556554,-79.7030643
Petro-Canada,Petro-Canada,43.5566514,-79.7011723
Petro-Canada,Petro-Canada,43.7151469,-79.507536
Petro-Canada,Petro-Canada,43.5650721,-79.5710462
Petro-Canada,Petro-Canada,43.6751761,-79.6735503
Shell,Shell,43.654522,-79.647295
Pioneer,Pioneer,43.6412683,-79.6311442
Petro-Canada,Petro-Canada,43.8731473,-78.9064633
Petro-Canada,Petro-Canada,43.8870543,-78.9124992
Shell,Shell,43.8719983,-78.9069909
Esso,Esso,43.888392,-78.9025268
Petro-Canada,Petro-Canada,46.4856048,-81.0058908
Santak Pump,Unknown,43.7328744,-79.8234379
Shell,Shell,43.6854102,-79.8085889
Petro-Canada,Petro-Canada,43.6864313,-79.8075934
Shell,Shell,43.3599039,-79.7786382
Esso,Esso,43.628079,-79.7759266
Esso,Esso,43.6164374,-79.7024508
Petro-Canada,Petro-Canada,43.6321646,-79.7697384
Esso,Esso,43.7654111,-79.2816303
Esso,Esso,43.2586287,-79.908401
Husky,Husky,43.2023089,-79.8939281
Shell,Shell,43.944126,-78.8306939
Esso,Esso,44.4736734,-77.3090457
Esso,Esso,44.2594058,-76.5843939
Costco Gasoline,Costco Gasoline,43.2305747,-79.9460833
Esso,Esso,43.205758,-79.9587633
Petro-Canada,Petro-Canada,43.8619888,-79.3043292
Petro-Canada,Petro-Canada,43.7908223,-79.6265162
Shell,Shell,46.2784128,-83.2205176
Esso,Esso,46.3253257,-79.4657501
Costco Gasoline,Costco Gasoline,43.9027745,-78.855691
Shell,Shell,43.787053,-79.257571
Esso,Esso,43.8915286,-79.2644637
7-Eleven,7-Eleven,43.6292566,-79.5174717
Shell,Shell,43.7451448,-79.486879
Petro-Canada,Petro-Canada,44.0673337,-79.4270007
XTR,XTR,43.6054,-79.5279602
Petro-Pass,Petro,43.6801791,-79.6842075
Esso,Esso,43.6993085,-79.708689
Shell,Shell,42.9585779,-81.2307217
Petro-Canada,Petro-Canada,42.943868,-81.2264756
Canadian Tire,Canadian Tire,45.321422,-75.836045
Petro-Canada,Petro-Canada,43.4875989,-80.2871471
Unknown,Unknown,45.6312508,-79.153055
Esso,Esso,44.4055412,-79.7037228
A&I Gas,Unknown,43.3364271,-79.9512702
Husky,Husky,43.3207934,-79.8344224
Shell,Shell,43.3219816,-79.8318451
Crevier,Crevier,46.3327178,-79.4808413
Pioneer,Pioneer,43.5249014,-79.6853238
Petro-Canada,Petro-Canada,43.2284589,-79.7635521
Petro-Canada,Petro-Canada,43.7021346,-79.7587396
Petro-Canada,Petro-Canada,43.7521722,-79.684652
Petro-Canada,Petro-Canada,44.2489137,-76.568617
Shell,Shell,43.7309636,-79.7598296
Petro-Canada,Petro-Canada,43.4895468,-79.6519106
Husky,Husky,43.3310232,-79.8960216
Esso,Esso,43.5268197,-79.6524994
Pioneer,Pioneer,43.5209879,-80.2686914
Petro-Canada,Petro-Canada,43.5665748,-79.8226796
Shell,Shell,43.3521262,-80.3242848
Esso,Esso,43.7425149,-79.6961572
Esso,Esso,43.7867106,-79.4705947
Shell,Shell,43.7632572,-79.7213537
Unknown,Unknown,42.3038336,-83.0541928
Canadian Tire,Canadian Tire,43.2509732,-79.8060631
Mobil,Mobil,43.722451,-79.5972702
Esso,Esso,43.7032394,-79.758956
Petro-Pass,Unknown,43.8044642,-79.5202131
Shell,Shell,43.7483962,-79.7266407
Shell,Shell,42.3116084,-82.9011989
Esso,Esso,43.7757072,-79.1756556
Petro-Pass,Unknown,43.5301086,-79.8851266
Petro-Canada,Petro-Canada,43.6155705,-79.5239147
Petro-Canada,Petro-Canada,43.7292702,-79.7481816
Esso,Esso,43.7907476,-79.7601924
Shell,Shell,43.7913865,-79.7610953
Petro-Canada,Petro-Canada,43.5180169,-80.2355495
UPI,Unknown,43.4955284,-80.2787785
Husky,Husky,43.6794974,-79.6687106
Petro-Canada,Petro-Canada,43.7441145,-79.7192494
Shell,Shell,43.7212622,-79.5090066
Stinson,Stinson,45.1068048,-76.1054284
Esso,Esso,43.4390425,-80.493849
Esso,Esso,44.072025,-79.4072134
Esso,Esso,49.0211072,-88.2889304
Shell,Shell,49.041425,-90.46872
Esso,Esso,48.9455463,-90.1862954
Canadian Tire,Canadian Tire,46.5236366,-84.318895
Shell,Shell,48.4473743,-89.2487132
Circle K,Circle K,43.697543,-79.8225719
Esso,Esso,49.4166786,-91.6637951
Shell,Shell,46.3000803,-83.7929056
Shell,Shell,43.6428183,-79.5766656
Petro-Canada,Petro-Canada,43.7200363,-79.5371437
Esso,Esso,43.7094404,-79.5059386
Fas Gas,Fas Gas,43.6979729,-79.502162
Shell,Shell,45.0707707,-77.8623152
Ultramar,Ultramar,44.3085357,-78.2330597
Canadian Tire,Canadian Tire,43.434559,-80.2468783
Esso,Esso,45.2206475,-76.204647
SAAB Gas Station,SAAB,45.4250548,-75.6352446
Eagle Lake Country Store,Unknown,45.8346928,-79.4993358
Husky,Husky,43.8288802,-79.5383132
Esso,Esso,43.6933692,-79.4791123
Gas+,Unknown,43.433468,-80.2449265
Shell,Shell,43.6372244,-79.5395312
O.K. Convenience & Gas,Unknown,43.8699237,-79.866385
Mac's,Mac's,44.4971035,-80.2164891
Pioneer,Pioneer,44.5015821,-80.2269118
Esso,Esso,44.5017199,-80.2260374
Petro-Canada Cardlock,Unknown,44.1277235,-79.5567417
Esso,Esso,43.9091925,-79.2686597
Unknown,Unknown,44.2396007,-77.11587
49 Quick Stop,Unknown,44.1870577,-77.0893872
Canadian Tire,Canadian Tire,44.3525891,-79.6878667
Petro-Canada,Petro-Canada,43.8532987,-79.008864
Esso,Esso,43.9335551,-79.5053928
Petro-Canada,Petro-Canada,43.8195921,-79.1152944
Shell,Shell,45.3236824,-78.9956654
Esso,Esso,43.9285009,-79.4519441
Petro-Canada Commercial Cardlock,Petro-Canada,43.9992992,-79.4591471
Petro-Canada,Petro-Canada,43.921954,-78.8737599
Esso,Esso,49.0194925,-88.3046206
Petro-Pass,Petro,49.0229611,-88.295088
Esso,Esso,49.0220262,-88.2895875
Petro-Canada,Petro-Canada,49.0227148,-88.2961501
Esso,Esso,48.5928226,-85.2749348
Esso,Esso,43.8946249,-78.9488593
Copper Cliff Automotive,Unknown,46.4740741,-81.0665678
Pioneer,Pioneer,43.8609487,-79.0252541
Shell,Shell,43.8795775,-79.0261758
7-Eleven,7-Eleven,43.8801801,-79.0277915
Circle K,Circle K,43.7198801,-79.7814922
Husky,Husky,43.7829871,-79.4867373
Shell,Shell,43.8059559,-79.2779733
Ultramar,Ultramar,45.3690572,-75.4556357
Husky,Husky,43.2328193,-79.911255
Petro-Canada,Petro-Canada,43.7691384,-79.5209653
Husky,Husky,43.6358195,-79.5326425
Shell,Shell,43.6274352,-79.4990261
Pioneer,Pioneer,44.0475121,-79.2991884
Petro-Canada,Petro-Canada,43.8291905,-79.4794192
Petro-Canada,Petro-Canada,43.3442189,-80.3313147
Costco Gasoline,Costco Gasoline,43.6115439,-79.5777973
Esso,Esso,43.9421572,-79.3797292
Ontario Fastrac,Fastrac,43.2277468,-77.2877413
Pioneer,Pioneer,43.2524995,-79.8506286
Petro-Canada,Petro-Canada,43.0461365,-81.2613036
Esso,Esso,43.3573137,-80.291127
Unknown,Unknown,43.3614124,-80.2897341
Petro-Canada,Petro-Canada,43.2576513,-79.8414827
Pioneer,Pioneer,43.2462978,-79.7950192
Esso,Esso,43.2253688,-79.8826085
Husky,Husky,43.2268678,-79.882955
Pioneer,Pioneer,43.2272352,-79.881909
Petro-Canada,Petro-Canada,43.1901254,-79.2523498
Amco,Unknown,43.660456,-79.3303536
Jantzi Fuels,Unknown,43.3648047,-80.9589808
MacEwen,Unknown,47.3261698,-79.8107133
Esso,Esso,43.5155645,-80.5577763
Core Fuels,Unknown,43.3526953,-80.9892505
Pioneer,Pioneer,43.5609043,-79.734395
Mobil,Mobil,43.7321704,-79.288969
Pioneer,Pioneer,43.2181151,-79.9180546
Esso,Esso,43.2187491,-79.9179216
Circle K,Circle K,43.7260107,-79.8151017
Pioneer,Pioneer,44.3760552,-79.7193813
Petro-Canada,Petro-Canada,43.2649932,-79.9472217
Pioneer,Pioneer,43.2655537,-79.9468978
Pioneer,Pioneer,43.2190013,-79.7272994
Shell,Shell,43.8189787,-79.1160579
Circle K,Circle K,44.2599686,-76.5831414
Esso,Esso,43.8758064,-79.4147052
Ultramar,Ultramar,43.8862253,-78.9121951
Petro-Canada,Petro-Canada,43.9146562,-78.9582256
Canadian Tire,Canadian Tire,43.9178459,-78.948223
Shell,Shell,43.7539616,-79.6845822
Husky,Husky,43.4327883,-79.7016719
Petro-Canada,Petro-Canada,43.7227789,-79.5086504
Shell,Shell,43.8763538,-79.4158901
BNS Corner Gas,ESSO,47.8193766,-79.8652324
Mobil,Mobil,47.8273335,-79.8879366
Esso,Esso,48.1531312,-80.0317043
Esso,Esso,46.2788286,-83.2198559
Esso,ESSO,46.1960425,-82.3454651
Petro-Canada,Petro-Canada,43.8592349,-78.9507841
Petro-Canada,Petro-Canada,43.7682329,-79.7301842
Esso,Esso,43.9224632,-78.9273839
Shell,Shell,43.9212484,-78.9287911
Unknown,Unknown,43.9559957,-79.5151923
Global,Global,43.7966184,-79.5850191
Esso,Esso,44.0660608,-79.4290049
Pioneer,Pioneer,45.3479327,-75.6251792
Esso,Esso,43.901887,-79.3783548
Esso,Esso,43.2549445,-79.8291726
Pump,Unknown,43.2366262,-79.7610907
Husky,Husky,43.2363552,-79.7602286
Shell,Shell,43.7248279,-79.7421772
Esso,Esso,43.7392407,-79.5126065
Husky,Husky,43.5720048,-79.5964633
Petro-Canada,Petro-Canada,43.8121409,-79.1120363
Canadian Tire,Canadian Tire,43.7352654,-79.2534938
RaceTrac,RaceTrac,43.6984477,-79.5110406
Esso,Esso,43.8143513,-79.3493282
Petro-Canada,Petro-Canada,43.6601691,-79.5129249
Pioneer,Pioneer,42.2984202,-82.991413
Canadian Tire,Canadian Tire,43.8522366,-79.2553956
Esso,Esso,43.2198057,-79.7721989
Canadian Tire,Canadian Tire,43.2292803,-79.7722815
Pioneer,Pioneer,43.229705,-79.7709474
Petro-Canada,Petro-Canada,43.7701243,-79.2821463
Fas Gas,Fas Gas,43.7176682,-79.2939444
Petro-Canada,Petro-Canada,42.3135795,-82.9376582
Shell,Shell,42.9638724,-82.3765694
Shell,Shell,43.2282593,-79.6987368
Esso,Esso,43.1425026,-80.672964
Stinson,Stinson,45.2942832,-76.7310065
Shell,Shell,43.8764959,-78.9405217
Unknown,Unknown,46.5189672,-80.94373
Petro-Canada,Petro-Canada,43.8700417,-78.9383045
Petro-Canada,Petro-Canada,43.7539427,-79.708917
Econo,Unknown,43.7125918,-79.6548112
Petro-Canada,Petro-Canada,43.6993427,-79.7773439
Stinson,Stinson,45.0826976,-76.4459219
Ultramar,Ultramar,46.0190869,-77.4492749
Shell,Shell,48.7846175,-87.0956006
Esso,Esso,48.8119309,-87.2639346
Pioneer,Pioneer,43.0274006,-81.1879994
Esso,Esso,43.8447922,-79.3562018
Petro-Canada,Petro-Canada,43.8627749,-79.016541
Shell,Shell,43.8570703,-79.0422979
Petro-Canada,Petro-Canada,43.8742736,-78.8457809
Petro-Canada,Petro-Canada,43.8783579,-78.9478584
Petro-Canada,Petro-Canada,43.9158676,-78.9570179
Ultramar,Ultramar,44.03769,-79.2967806
Petro-Canada,Petro-Canada,44.0155674,-79.3957689
Global,Global,44.0381969,-79.2969426
Shell,Shell,43.752181,-79.4576101
Esso,Esso,43.240773,-79.8127228
Esso,Esso,43.9534364,-79.380546
Shell,Shell,45.3685773,-75.7015928
Pioneer,Pioneer,43.8081072,-79.5475746
Shell,Shell,43.690025,-79.5764654
Esso,Esso,43.897928,-79.3964006
XTR,XTR,44.3308227,-80.107375
Petroleum Plus,Unknown,43.7079185,-79.6388588
Husky,Husky,43.2329156,-79.7406329
Highland Gas Bar,Shell,44.1766496,-80.3830225
Khalsa Gas Bar,Unknown,43.9829821,-80.7378746
Amco Petroleum,Unknown,44.0213512,-79.8052835
Pioneer,Pioneer,43.1720238,-80.2778254
Esso,Esso,43.562178,-80.281732
Pioneer,Pioneer,43.5771343,-80.2863339
Esso,Esso,43.5535021,-80.2209881
Petro-Canada,Petro-Canada,43.5683144,-80.2473449
Canadian Tire,Canadian Tire,45.37803,-75.6688975
Husky,Husky,43.1609099,-80.2728698
Esso,Esso,43.1619009,-80.2732141
Petro-Canada,Petro-Canada,43.8926883,-79.0511988
Shell,Shell,43.8976636,-79.0300216
Esso,Esso,43.7230776,-79.7184823
Esso,Esso,43.5439262,-80.3073335
Petro-Canada,Petro-Canada,44.2855354,-78.3301581
Petro-Canada,Petro-Canada,43.8320615,-79.3530614
Unknown,Unknown,43.2646426,-79.812983
Stinson,Stinson,45.1918788,-76.326456
Esso,Esso,43.1727778,-80.2475363
Costco Gasoline,Costco Gasoline,43.7598306,-79.2964702
Esso,Esso,43.220892,-79.8515505
Esso,Esso,43.8191522,-79.5034699
Esso,Esso,43.7786333,-79.3650362
Ultramar,Ultramar,45.2366669,-76.1793109
Norstar,Unknown,46.5863337,-81.3413838
Esso,Esso,43.4875155,-79.9821973
Petro-Canada,Petro-Canada,43.5446754,-80.3062783
Pioneer,Pioneer,43.532853,-79.9111926
Esso,Esso,43.6813125,-79.3319451
Pioneer,Pioneer,43.2565127,-79.7886112
RaceTrac,RaceTrac,43.6677146,-79.4901816
Esso,Esso,43.2116455,-79.8885035
Pioneer,Pioneer,43.2478194,-79.7769715
Petro-Pass,Unknown,43.7316561,-79.6785179
Shell,Shell,43.183043,-79.4761942
Unknown,Unknown,43.2249944,-79.8278952
Unknown,Unknown,43.6951858,-79.7343379
Petro-Canada,Petro-Canada,43.7176114,-79.6838473
Pipeline Commercial,Unknown,43.7326071,-79.6731559
Pioneer,Pioneer,43.9265654,-78.9087027
Superior Propane,Unknown,43.1286032,-79.5840972
Pioneer,Pioneer,43.8854042,-78.9161277
Ultramar,Ultramar,44.0113914,-79.4181913
Global,Global,43.7922139,-79.1563263
7-Eleven,7-Eleven,43.0705756,-79.096532
Global,Global,43.9827197,-80.7372419
Pioneer,Pioneer,43.7450727,-79.297518
Petro-Canada,Petro-Canada,43.6808585,-79.4755293
Pioneer,Pioneer,43.7051778,-79.7867434
Mobil,Mobil,43.7082497,-79.5332765
Pioneer,Pioneer,43.2346747,-79.8365016
Husky,Husky,43.2631348,-79.8225248
Shell,Shell,43.7024166,-79.4415218
Shell,Shell,43.933632,-79.5078646
Oxdrift Country Store,Unknown,49.8146858,-92.9817531
Husky,Husky,43.6390589,-79.6245237
Shell,Shell,34.0645435,-117.5598661
Rose Service Centre,Rose Service Centre,43.1546754,-80.275344
Esso,Esso,43.4802895,-79.6580684
Petro-Canada,Petro-Canada,42.2857063,-83.0191421
Esso,Esso,42.2906921,-83.0571782
Shell,Shell,43.0893804,-79.0845616
Esso,Esso,44.3576357,-79.6976036
Shell,Shell,45.3442373,-80.0109584
Unknown,Unknown,45.6363365,-79.1636324
Ultramar,Ultramar,43.7308475,-79.2263007
Petro-Canada,Petro-Canada,46.3261453,-79.4665347
Fast Stop,Unknown,43.4688895,-81.2002626
Econo,Unknown,45.894505,-80.5661812
Shell,Shell,43.9228804,-78.8749347
Mac's,Mac's,43.8861131,-78.8472877
Ultramar,Ultramar,43.8233156,-79.946335
Esso,Esso,46.3295907,-81.5887039
Esso,Esso,43.5689772,-79.8413964
Ultramar,Ultramar,44.3776836,-79.7007435
Unknown,Unknown,45.0876346,-74.5906399
Petro-Canada,Petro-Canada,43.5249019,-80.0358512
Petro-Canada,Petro-Canada,43.8676554,-78.9344112
Oshawa Gas Bar,Unknown,43.881036,-78.8543787
Esso,Esso,43.764551,-79.5756212
Diva,Unknown,43.3538778,-80.3139987
Esso,Esso,43.7921609,-79.4452081
Esso,Esso,44.0492786,-79.4215356
Global Gas,Unknown,43.896018,-78.860563
7-Eleven,7-Eleven,43.5763783,-79.783878
Petro-Canada,Petro-Canada,43.4011094,-79.7653022
Aubrey Falls Trading Post & Resort,Unknown,46.8511272,-83.3238663
Sportsman's Inn,Unknown,45.9715006,-81.5157909
Unknown,Unknown,46.0848093,-81.1499202
Shell,Shell,45.7443249,-81.8076077
Shell,shell,45.8828293,-81.9162323
7-Eleven,7-Eleven,34.0330116,-117.57652
Petro-Canada,Petro-Canada,43.9495146,-78.8049764
Canadian Tire,Canadian Tire,43.9371956,-78.8583766
Husky,Husky,43.9369501,-78.859834
Esso,Esso,43.3898424,-79.7158062
Petro-Canada,Petro-Canada,45.9143881,-82.4645586
7-Eleven,7-Eleven,43.3992817,-79.7067975
Esso,Esso,43.9915788,-79.6248839
Ultramar,Ultramar,43.74316,-79.697245
Petro-Canada,Petro-Canada,43.7343245,-79.8251518
Petro V-Plus,Unknown,43.7155525,-79.5689024
Ultramar,Ultramar,46.1011415,-77.5023508
Petro-Canada,Petro-Canada,43.4497626,-79.7043734
Esso,Esso,43.846291,-79.0065897
Esso Commercial Cardlock,Esso,43.8758229,-79.5579431
Pioneer,Pioneer,43.7130211,-79.5677116
Petro-Canada,Petro-Canada,43.7124848,-79.5653137
Ultramar,Ultramar,44.2782328,-78.3617188
Shell,Shell,44.283419,-78.3408764
Canadian Tire,Canadian Tire,44.2820662,-78.346201
Shell,Shell,43.8307752,-79.0185411
Esso,Esso,43.3067094,-79.8520157
Pioneer,Pioneer,43.7736839,-79.6170008
Esso,Esso,43.771339,-79.6259503
Shell,Shell,46.27932,-79.4458479
Esso,Esso,44.4678673,-78.3192628
Esso,Esso,44.2632486,-79.0620765
Unknown,Unknown,43.9246624,-78.9609563
Petro-Canada,Petro-Canada,43.5465485,-79.6823843
Shell,Shell,43.6485005,-79.549347
Mobil,Mobil,43.5539623,-79.7130681
Esso,Esso,43.536473,-79.6849399
Petro-Canada,Petro-Canada,43.5507462,-79.6906176
Ultramar,Ultramar,43.7525189,-79.5418151
Esso,Esso,43.8680345,-79.5417913
Unknown,Unknown,53.8195602,-89.8887938
miFuel,Unknown,43.81492,-79.6303831
Canadian Tire Gas+,Canadian Tire,43.8955549,-79.5584952
Ultramar,Ultramar,45.3378123,-75.9115489
Gas+,Canadian Tire,43.3579167,-80.2923816
MacEwen,MacEwen,45.0351881,-74.7247571
GTS Gas,Unknown,45.0507852,-74.7369376
Unknown,Unknown,42.8504099,-81.2749484
Arco,Arco,34.0485869,-117.554606
Ultramar,Ultramar,43.9432494,-78.8898263
Esso,Esso,43.8697693,-78.8516093
Esso,Esso,45.0305856,-74.7550153
Ultramar,Ultramar,43.7361609,-79.2525466
Unknown,Unknown,43.5764079,-80.56112
Crevier,Crevier,49.0591908,-81.0345854
BVD,Unknown,43.5343997,-79.9148807
Esso,Esso,43.5342168,-79.9146165
Esso,Esso,49.3971306,-82.3696705
Shell,Shell,49.4131721,-82.4204788
Unknown,Unknown,49.4416604,-82.5344609
Pump,Unknown,48.5326009,-80.4686336
Esso,Esso,49.6911244,-83.6858593
Shell,Shell,49.6907134,-83.6728081
Esso,Esso,46.0971921,-77.4935748
Melanson's Groceries,Unknown,49.6013393,-87.9601568
Petro-Canada,Petro-Canada,48.7626042,-86.361925
FS Co-op,Unknown,46.4150435,-80.1341539
Esso,Esso,46.2702624,-79.0406789
Eganville Self Serve,Unknown,45.5416513,-77.1025191
Husky,Husky,43.8339149,-79.0657188
Flying J,Flying J,43.8292706,-79.0487757
Madawaska Country Store,Unknown,45.5020947,-77.9842284
Loone's Variety & Gas Bar,Unknown,52.2070054,-81.6905343
Esso,Esso,43.6542713,-79.6426955
Pipeline Commercial,Unknown,43.6571724,-79.6389246
Unknown,Unknown,43.6524045,-79.637076
Esso,Esso,43.8821013,-79.0195654
Pump,Unknown,43.7675867,-79.5581564
OLCO,Unknown,43.7696867,-79.547745
Petro-Canada,Petro-Canada,43.7712755,-79.5399348
Ontario Fastrip,Cenex,43.7232768,-90.5914521
Broken Canoe Trading Post and Gas Station,Unknown,46.1947504,-83.0120484
Global,Unknown,43.5492743,-80.2277817
Unknown,Unknown,43.4954345,-80.2801909
Esso,Esso,43.3884722,-80.3214264
Shell,Shell,44.5947152,-79.424017
Petro V Plus,Unknown,43.6998603,-79.5027375
Global,Global,43.8263588,-79.3000712
Henvey's Gas Bar,Unknown,45.9757167,-80.5619559
Esso,Esso,43.7892203,-79.2375533
Unknown,Unknown,43.3313562,-79.8957075
Diane's Gas Bar,Esso,51.0549849,-93.7449549
Esso,Esso,43.1730688,-79.2189548
Esso,Esso,44.607501,-79.4187359
Circle K,Circle K,44.5989655,-79.4245303
UPI Energy,Unknown,44.3030235,-77.8038509
Esso,Esso,46.5679846,-84.3205231
17E Trading Post,Unknown,46.337463,-84.0122856
Shell,Shell,43.0288679,-81.2763499
Jiffy Gas Bar,Unknown,43.7372248,-79.5244775
Esso,Esso,43.7745163,-79.5315389
Unknown,Unknown,43.7663425,-79.1903287
Ultramar,Ultramar,45.0498384,-74.7375506
Esso,Esso,45.0354673,-74.6423283
Seaway Gas,Unknown,45.0576993,-74.6857174
Esso,Esso,45.0603063,-74.6867206
Pilot,Pilot,48.6037546,-88.7819898
Flying J,Flying J,48.6039477,-88.7819892
Petro-Canada,Petro-Canada,43.8457136,-79.5576504
RaceTrac,RaceTrac,43.2373065,-79.7633993
Husky,Husky,43.795781,-79.5159711
Shell,Shell,42.9450787,-81.4319137
Mobil,Mobil,43.686241,-79.482585
Mac's,Mac's,48.4682564,-89.1824696
XTR,XTR,48.5920548,-85.2727671
XTR,XTR,48.8143946,-87.2687344
CAN-OP,Unknown,46.7334395,-84.3493613
Shell,Shell,43.6257111,-79.5669657
Circle K,Circle K,43.7634476,-79.7707978
Petro-Canada,Petro-Canada,43.656819,-79.6503449
Unknown,Unknown,43.6561476,-79.6516834
Shell,Shell,42.8214386,-81.8696154
Esso,Esso,43.6551881,-79.6953202
Esso,Esso,43.680563,-79.6825826
Unknown,Unknown,43.6797754,-79.6832478
Petro-Canada,Petro-Canada,43.2340575,-79.7467489
Petro-Canada,Petro-Canada,43.2257579,-79.8833203
Costco Gasoline,Costco Gasoline,43.522525,-80.2923798
Unknown,Unknown,44.319098,-80.5230016
Esso,Esso,43.8948654,-80.2139636
Petro-Canada,Petro-Canada,43.1763656,-79.2097277
Unknown,Unknown,42.3097529,-83.0320884
Pioneer,Pioneer,43.1760656,-79.2666552
Shell,Shell,43.7548526,-79.757368
Pioneer,Pioneer,43.8240518,-79.246332
Petro-Canada,Petro-Canada,43.8219851,-79.083956
Esso,Esso,42.5896826,-82.3798476
Superior Propane,Unknown,42.5896965,-82.3797186
Unknown,Unknown,43.3939289,-80.6669577
Unknown,Unknown,43.1736092,-79.2745692
MacEwen,MacEwen,44.3658796,-79.7328022
Petro-Canada,Petro-Canada,42.2625835,-82.9696863
Costco Gasoline,Costco Gasoline,42.9889574,-81.2931383
Unknown,Unknown,45.8397281,-79.3792444
Shell,Shell,46.5570302,-84.3193532
UPI Energy,Unknown,43.3598421,-79.9348813
Unknown,Unknown,34.0638391,-117.6113285
Circle K,Circle K,34.0631118,-117.611651
Petro-Canada,Petro-Canada,42.9846665,-82.3760556
Valero,Valero,34.0566623,-117.650573
Unknown,Unknown,34.0422351,-117.6512911
Chevron,Chevron,34.0335433,-117.6513947
Shell,Shell,34.0342033,-117.6514256
Mr Gas,Unknown,46.3106322,-78.7086614
Shell,Shell,46.5220016,-84.3079549
Davis Fuels,Unknown,43.1064248,-80.411374
Pioneer,Pioneer,42.9607932,-82.3684429
Ultramar,Ultramar,42.2478231,-83.0610827
